Mod:Item:MetaData, Localized Name
tfc:wood/door/palm, Palm Door
tfc:wood/door/pine, Pine Door
tfc:wood/door/rosewood, Rosewood Door
tfc:wood/door/sequoia, Sequoia Door
tfc:wood/door/spruce, Spruce Door
tfc:wood/door/sycamore, Sycamore Door
tfc:wood/door/white_cedar, White Cedar Door
tfc:wood/door/willow, Willow Door
tfc:wood/door/hevea, Hevea Door
tfc:slab/smooth/granite:0, Smooth Granite Slab
tfc:slab/smooth/diorite:0, Smooth Diorite Slab
tfc:slab/smooth/gabbro:0, Smooth Gabbro Slab
tfc:slab/smooth/shale:0, Smooth Shale Slab
tfc:slab/smooth/claystone:0, Smooth Claystone Slab
tfc:slab/smooth/rocksalt:0, Smooth Rocksalt Slab
tfc:slab/smooth/limestone:0, Smooth Limestone Slab
tfc:slab/smooth/conglomerate:0, Smooth Conglomerate Slab
tfc:slab/smooth/dolomite:0, Smooth Dolomite Slab
tfc:slab/smooth/chert:0, Smooth Chert Slab
tfc:slab/smooth/chalk:0, Smooth Chalk Slab
tfc:slab/smooth/rhyolite:0, Smooth Rhyolite Slab
tfc:slab/smooth/basalt:0, Smooth Basalt Slab
tfc:slab/smooth/andesite:0, Smooth Andesite Slab
tfc:slab/smooth/dacite:0, Smooth Dacite Slab
tfc:slab/smooth/quartzite:0, Smooth Quartzite Slab
tfc:slab/smooth/slate:0, Smooth Slate Slab
tfc:slab/smooth/phyllite:0, Smooth Phyllite Slab
tfc:slab/smooth/schist:0, Smooth Schist Slab
tfc:slab/smooth/gneiss:0, Smooth Gneiss Slab
tfc:slab/smooth/marble:0, Smooth Marble Slab
tfc:slab/smooth/blaimorite:0, Smooth Blaimorite Slab
tfc:slab/smooth/boninite:0, Smooth Boninite Slab
tfc:slab/smooth/carbonatite:0, Smooth Carbonatite Slab
tfc:slab/smooth/foidolite:0, Smooth Foidolite Slab
tfc:slab/smooth/arkose:0, Smooth Arkose Slab
tfc:slab/smooth/jaspillite:0, Smooth Jaspillite Slab
tfc:slab/smooth/travertine:0, Smooth Travertine Slab
tfc:slab/smooth/wackestone:0, Smooth Wackestone Slab
tfc:slab/smooth/blueschist:0, Smooth Blueschist Slab
tfc:slab/smooth/greenschist:0, Smooth Greenschist Slab
tfc:slab/smooth/cataclasite:0, Smooth Cataclasite Slab
tfc:slab/smooth/mylonite:0, Smooth Mylonite Slab
tfc:slab/cobble/granite:0, Granite Cobble Slab
tfc:slab/cobble/diorite:0, Diorite Cobble Slab
tfc:slab/cobble/gabbro:0, Gabbro Cobble Slab
tfc:slab/cobble/shale:0, Shale Cobble Slab
tfc:slab/cobble/claystone:0, Claystone Cobble Slab
tfc:slab/cobble/rocksalt:0, Rocksalt Cobble Slab
tfc:slab/cobble/limestone:0, Limestone Cobble Slab
tfc:slab/cobble/conglomerate:0, Conglomerate Cobble Slab
tfc:slab/cobble/dolomite:0, Dolomite Cobble Slab
tfc:slab/cobble/chert:0, Chert Cobble Slab
tfc:slab/cobble/chalk:0, Chalk Cobble Slab
tfc:slab/cobble/rhyolite:0, Rhyolite Cobble Slab
tfc:slab/cobble/basalt:0, Basalt Cobble Slab
tfc:slab/cobble/andesite:0, Andesite Cobble Slab
tfc:slab/cobble/dacite:0, Dacite Cobble Slab
tfc:slab/cobble/quartzite:0, Quartzite Cobble Slab
tfc:slab/cobble/slate:0, Slate Cobble Slab
tfc:slab/cobble/phyllite:0, Phyllite Cobble Slab
tfc:slab/cobble/schist:0, Schist Cobble Slab
tfc:slab/cobble/gneiss:0, Gneiss Cobble Slab
tfc:slab/cobble/marble:0, Marble Cobble Slab
tfc:slab/cobble/blaimorite:0, Blaimorite Cobble Slab
tfc:slab/cobble/boninite:0, Boninite Cobble Slab
tfc:slab/cobble/carbonatite:0, Carbonatite Cobble Slab
tfc:slab/cobble/foidolite:0, Foidolite Cobble Slab
tfc:slab/cobble/arkose:0, Arkose Cobble Slab
tfc:slab/cobble/jaspillite:0, Jaspillite Cobble Slab
tfc:slab/cobble/travertine:0, Travertine Cobble Slab
tfc:slab/cobble/wackestone:0, Wackestone Cobble Slab
tfc:slab/cobble/blueschist:0, Blueschist Cobble Slab
tfc:slab/cobble/greenschist:0, Greenschist Cobble Slab
tfc:slab/cobble/cataclasite:0, Cataclasite Cobble Slab
tfc:slab/cobble/mylonite:0, Mylonite Cobble Slab
tfc:slab/bricks/granite:0, Granite Brick Slab
tfc:slab/bricks/diorite:0, Diorite Brick Slab
tfc:slab/bricks/gabbro:0, Gabbro Brick Slab
tfc:slab/bricks/shale:0, Shale Brick Slab
tfc:slab/bricks/claystone:0, Claystone Brick Slab
tfc:slab/bricks/rocksalt:0, Rocksalt Brick Slab
tfc:slab/bricks/limestone:0, Limestone Brick Slab
tfc:slab/bricks/conglomerate:0, Conglomerate Brick Slab
tfc:slab/bricks/dolomite:0, Dolomite Brick Slab
tfc:slab/bricks/chert:0, Chert Brick Slab
tfc:slab/bricks/chalk:0, Chalk Brick Slab
tfc:slab/bricks/rhyolite:0, Rhyolite Brick Slab
tfc:slab/bricks/basalt:0, Basalt Brick Slab
tfc:slab/bricks/andesite:0, Andesite Brick Slab
tfc:slab/bricks/dacite:0, Dacite Brick Slab
tfc:slab/bricks/quartzite:0, Quartzite Brick Slab
tfc:slab/bricks/slate:0, Slate Brick Slab
tfc:slab/bricks/phyllite:0, Phyllite Brick Slab
tfc:slab/bricks/schist:0, Schist Brick Slab
tfc:slab/bricks/gneiss:0, Gneiss Brick Slab
tfc:slab/bricks/marble:0, Marble Brick Slab
tfc:slab/bricks/blaimorite:0, Blaimorite Bricks Slab
tfc:slab/bricks/boninite:0, Boninite Bricks Slab
tfc:slab/bricks/carbonatite:0, Carbonatite Bricks Slab
tfc:slab/bricks/foidolite:0, Foidolite Bricks Slab
tfc:slab/bricks/arkose:0, Arkose Bricks Slab
tfc:slab/bricks/jaspillite:0, Jaspillite Bricks Slab
tfc:slab/bricks/travertine:0, Travertine Bricks Slab
tfc:slab/bricks/wackestone:0, Wackestone Bricks Slab
tfc:slab/bricks/blueschist:0, Blueschist Bricks Slab
tfc:slab/bricks/greenschist:0, Greenschist Bricks Slab
tfc:slab/bricks/cataclasite:0, Cataclasite Bricks Slab
tfc:slab/bricks/mylonite:0, Mylonite Bricks Slab
tfc:slab/wood/acacia:0, Acacia Slab
tfc:slab/wood/ash:0, Ash Slab
tfc:slab/wood/aspen:0, Aspen Slab
tfc:slab/wood/birch:0, Birch Slab
tfc:slab/wood/blackwood:0, Blackwood Slab
tfc:slab/wood/chestnut:0, Chestnut Slab
tfc:slab/wood/douglas_fir:0, Douglas Fir Slab
tfc:slab/wood/hickory:0, Hickory Slab
tfc:slab/wood/kapok:0, Kapok Slab
tfc:slab/wood/maple:0, Maple Slab
tfc:slab/wood/oak:0, Oak Slab
tfc:slab/wood/palm:0, Palm Slab
tfc:slab/wood/pine:0, Pine Slab
tfc:slab/wood/rosewood:0, Rosewood Slab
tfc:slab/wood/sequoia:0, Sequoia Slab
tfc:slab/wood/spruce:0, Spruce Slab
tfc:slab/wood/sycamore:0, Sycamore Slab
tfc:slab/wood/white_cedar:0, White Cedar Slab
tfc:slab/wood/willow:0, Willow Slab
tfc:slab/wood/hevea:0, Hevea Slab
tfc:wood/lumber/acacia, Acacia Lumber
tfc:wood/boat/acacia, Acacia Boat
tfc:wood/lumber/ash, Ash Lumber
tfc:wood/boat/ash, Ash Boat
tfc:wood/lumber/aspen, Aspen Lumber
tfc:wood/boat/aspen, Aspen Boat
tfc:wood/lumber/birch, Birch Lumber
tfc:wood/boat/birch, Birch Boat
tfc:wood/lumber/blackwood, Blackwood Lumber
tfc:wood/boat/blackwood, Blackwood Boat
tfc:wood/lumber/chestnut, Chestnut Lumber
tfc:wood/boat/chestnut, Chestnut Boat
tfc:wood/lumber/douglas_fir, Douglas Fir Lumber
tfc:wood/boat/douglas_fir, Douglas Fir Boat
tfc:wood/lumber/hickory, Hickory Lumber
tfc:wood/boat/hickory, Hickory Boat
tfc:wood/lumber/kapok, Kapok Lumber
tfc:wood/boat/kapok, Kapok Boat
tfc:wood/lumber/maple, Maple Lumber
tfc:wood/boat/maple, Maple Boat
tfc:wood/lumber/oak, Oak Lumber
tfc:wood/boat/oak, Oak Boat
tfc:wood/lumber/palm, Palm Lumber
tfc:wood/boat/palm, Palm Boat
tfc:wood/lumber/pine, Pine Lumber
tfc:wood/boat/pine, Pine Boat
tfc:wood/lumber/rosewood, Rosewood Lumber
tfc:wood/boat/rosewood, Rosewood Boat
tfc:wood/lumber/sequoia, Sequoia Lumber
tfc:wood/boat/sequoia, Sequoia Boat
tfc:wood/lumber/spruce, Spruce Lumber
tfc:wood/boat/spruce, Spruce Boat
tfc:wood/lumber/sycamore, Sycamore Lumber
tfc:wood/boat/sycamore, Sycamore Boat
tfc:wood/lumber/white_cedar, White Cedar Lumber
tfc:wood/boat/white_cedar, White Cedar Boat
tfc:wood/lumber/willow, Willow Lumber
tfc:wood/boat/willow, Willow Boat
tfc:wood/lumber/hevea, Hevea Lumber
tfc:wood/boat/hevea, Hevea Boat
tfc:stone/axe/igneous_intrusive, Rock Axe
tfc:stone/axe_head/igneous_intrusive, Rock Axe Head
tfc:stone/shovel/igneous_intrusive, Rock Shovel
tfc:stone/shovel_head/igneous_intrusive, Rock Shovel Head
tfc:stone/hoe/igneous_intrusive, Rock Hoe
tfc:stone/hoe_head/igneous_intrusive, Rock Hoe Head
tfc:stone/knife/igneous_intrusive, Rock Knife
tfc:stone/knife_head/igneous_intrusive, Rock Knife Blade
tfc:stone/javelin/igneous_intrusive, Rock Javelin
tfc:stone/javelin_head/igneous_intrusive, Rock Javelin Head
tfc:stone/hammer/igneous_intrusive, Rock Hammer
tfc:stone/hammer_head/igneous_intrusive, Rock Hammer Head
tfc:stone/axe/igneous_extrusive, Rock Axe
tfc:stone/axe_head/igneous_extrusive, Rock Axe Head
tfc:stone/shovel/igneous_extrusive, Rock Shovel
tfc:stone/shovel_head/igneous_extrusive, Rock Shovel Head
tfc:stone/hoe/igneous_extrusive, Rock Hoe
tfc:stone/hoe_head/igneous_extrusive, Rock Hoe Head
tfc:stone/knife/igneous_extrusive, Rock Knife
tfc:stone/knife_head/igneous_extrusive, Rock Knife Blade
tfc:stone/javelin/igneous_extrusive, Rock Javelin
tfc:stone/javelin_head/igneous_extrusive, Rock Javelin Head
tfc:stone/hammer/igneous_extrusive, Rock Hammer
tfc:stone/hammer_head/igneous_extrusive, Rock Hammer Head
tfc:stone/axe/sedimentary, Rock Axe
tfc:stone/axe_head/sedimentary, Rock Axe Head
tfc:stone/shovel/sedimentary, Rock Shovel
tfc:stone/shovel_head/sedimentary, Rock Shovel Head
tfc:stone/hoe/sedimentary, Rock Hoe
tfc:stone/hoe_head/sedimentary, Rock Hoe Head
tfc:stone/knife/sedimentary, Rock Knife
tfc:stone/knife_head/sedimentary, Rock Knife Blade
tfc:stone/javelin/sedimentary, Rock Javelin
tfc:stone/javelin_head/sedimentary, Rock Javelin Head
tfc:stone/hammer/sedimentary, Rock Hammer
tfc:stone/hammer_head/sedimentary, Rock Hammer Head
tfc:stone/axe/metamorphic, Rock Axe
tfc:stone/axe_head/metamorphic, Rock Axe Head
tfc:stone/shovel/metamorphic, Rock Shovel
tfc:stone/shovel_head/metamorphic, Rock Shovel Head
tfc:stone/hoe/metamorphic, Rock Hoe
tfc:stone/hoe_head/metamorphic, Rock Hoe Head
tfc:stone/knife/metamorphic, Rock Knife
tfc:stone/knife_head/metamorphic, Rock Knife Blade
tfc:stone/javelin/metamorphic, Rock Javelin
tfc:stone/javelin_head/metamorphic, Rock Javelin Head
tfc:stone/hammer/metamorphic, Rock Hammer
tfc:stone/hammer_head/metamorphic, Rock Hammer Head
tfc:powder/flux, Flux
tfc:powder/coke, Coke
tfc:powder/kaolinite, Kaolinite Powder
tfc:powder/graphite, Graphite Powder
tfc:powder/sulfur, Sulfur Powder
tfc:powder/saltpeter, Saltpeter Powder
tfc:powder/hematite, Hematite Powder
tfc:powder/lapis_lazuli, Lapis Lazuli Powder
tfc:powder/limonite, Limonite Powder
tfc:powder/malachite, Malachite Powder
tfc:powder/salt, Salt
tfc:powder/fertilizer, Fertilizer
tfc:ceramics/fired/mold/ingot, Empty Ingot Mold
tfc:ceramics/unfired/mold/ingot, Unfired Ingot Mold
tfc:ceramics/fired/mold/pick_head, Pick Head Mold
tfc:ceramics/unfired/mold/pick_head, Unfired Pick Head Mold
tfc:ceramics/fired/mold/shovel_head, Shovel Head Mold
tfc:ceramics/unfired/mold/shovel_head, Unfired Shovel Head Mold
tfc:ceramics/fired/mold/axe_head, Axe Head Mold
tfc:ceramics/unfired/mold/axe_head, Unfired Axe Head Mold
tfc:ceramics/fired/mold/hoe_head, Hoe Head Mold
tfc:ceramics/unfired/mold/hoe_head, Unfired Hoe Head Mold
tfc:ceramics/fired/mold/chisel_head, Chisel Head Mold
tfc:ceramics/unfired/mold/chisel_head, Unfired Chisel Head Mold
tfc:ceramics/fired/mold/sword_blade, Sword Blade Mold
tfc:ceramics/unfired/mold/sword_blade, Unfired Sword Blade Mold
tfc:ceramics/fired/mold/mace_head, Mace Head Mold
tfc:ceramics/unfired/mold/mace_head, Unfired Mace Head Mold
tfc:ceramics/fired/mold/saw_blade, Saw Blade Mold
tfc:ceramics/unfired/mold/saw_blade, Unfired Saw Blade Mold
tfc:ceramics/fired/mold/javelin_head, Javelin Head Mold
tfc:ceramics/unfired/mold/javelin_head, Unfired Javelin Head Mold
tfc:ceramics/fired/mold/hammer_head, Hammer Head Mold
tfc:ceramics/unfired/mold/hammer_head, Unfired Hammer Head Mold
tfc:ceramics/fired/mold/propick_head, Prospectors Pickaxe Head Mold
tfc:ceramics/unfired/mold/propick_head, Unfired Prospectors Pickaxe Head Mold
tfc:ceramics/fired/mold/knife_blade, Knife Blade Mold
tfc:ceramics/unfired/mold/knife_blade, Unfired Knife Blade Mold
tfc:ceramics/fired/mold/scythe_blade, Scythe Blade Mold
tfc:ceramics/unfired/mold/scythe_blade, Unfired Scythe Blade Mold
tfc:ceramics/unfired/large_vessel, Unfired Large Vessel
tfc:ceramics/fired/vessel, Small Vessel
tfc:ceramics/unfired/vessel, Small Unfired Vessel
tfc:ceramics/fired/vessel_glazed:15, Small White Vessel
tfc:ceramics/fired/vessel_glazed:14, Small Orange Vessel
tfc:ceramics/fired/vessel_glazed:13, Small Magenta Vessel
tfc:ceramics/fired/vessel_glazed:12, Small Light Blue Vessel
tfc:ceramics/fired/vessel_glazed:11, Small Yellow Vessel
tfc:ceramics/fired/vessel_glazed:10, Small Lime Vessel
tfc:ceramics/fired/vessel_glazed:9, Small Pink Vessel
tfc:ceramics/fired/vessel_glazed:8, Small Gray Vessel
tfc:ceramics/fired/vessel_glazed:7, Small Light Gray Vessel
tfc:ceramics/fired/vessel_glazed:6, Small Cyan Vessel
tfc:ceramics/fired/vessel_glazed:5, Small Purple Vessel
tfc:ceramics/fired/vessel_glazed:4, Small Blue Vessel
tfc:ceramics/fired/vessel_glazed:3, Small Brown Vessel
tfc:ceramics/fired/vessel_glazed:2, Small Green Vessel
tfc:ceramics/fired/vessel_glazed:1, Small Red Vessel
tfc:ceramics/fired/vessel_glazed:0, Small Black Vessel
tfc:ceramics/unfired/vessel_glazed:15, Small Unfired White Vessel
tfc:ceramics/unfired/vessel_glazed:14, Small Unfired Orange Vessel
tfc:ceramics/unfired/vessel_glazed:13, Small Unfired Magenta Vessel
tfc:ceramics/unfired/vessel_glazed:12, Small Unfired Light Blue Vessel
tfc:ceramics/unfired/vessel_glazed:11, Small Unfired Yellow Vessel
tfc:ceramics/unfired/vessel_glazed:10, Small Unfired Lime Vessel
tfc:ceramics/unfired/vessel_glazed:9, Small Unfired Pink Vessel
tfc:ceramics/unfired/vessel_glazed:8, Small Unfired Gray Vessel
tfc:ceramics/unfired/vessel_glazed:7, Small Unfired Light Gray Vessel
tfc:ceramics/unfired/vessel_glazed:6, Small Unfired Cyan Vessel
tfc:ceramics/unfired/vessel_glazed:5, Small Unfired Purple Vessel
tfc:ceramics/unfired/vessel_glazed:4, Small Unfired Blue Vessel
tfc:ceramics/unfired/vessel_glazed:3, Small Unfired Brown Vessel
tfc:ceramics/unfired/vessel_glazed:2, Small Unfired Green Vessel
tfc:ceramics/unfired/vessel_glazed:1, Small Unfired Red Vessel
tfc:ceramics/unfired/vessel_glazed:0, Small Unfired Black Vessel
tfc:ceramics/fired/pot, Ceramic Pot
tfc:ceramics/unfired/pot, Unfired Pot
tfc:ceramics/fired/bowl, Ceramic Bowl
tfc:ceramics/unfired/bowl, Unfired Bowl
tfc:ceramics/fired/spindle, Spindle Head
tfc:ceramics/unfired/spindle, Unfired Spindle Head
tfc:ceramics/fired/fire_brick, Fire Brick
tfc:ceramics/unfired/fire_brick, Unfired Fire Brick
tfc:ceramics/fire_clay, Fire Clay
tfc:ceramics/unfired/jug, Unfired Jug
tfc:ceramics/fired/jug:0, Jug
tfc:ceramics/fired/jug:0, Fresh Water§r Jug§r
tfc:ceramics/fired/jug:0, Salt Water§r Jug§r
tfc:ceramics/fired/jug:0, Rum§r Jug§r
tfc:ceramics/fired/jug:0, Beer§r Jug§r
tfc:ceramics/fired/jug:0, Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Rye Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Corn Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Sake§r Jug§r
tfc:ceramics/fired/jug:0, Vodka§r Jug§r
tfc:ceramics/fired/jug:0, Cider§r Jug§r
tfc:ceramics/fired/jug:0, Aged Rum (Jump Boost)§r Jug§r
tfc:ceramics/fired/jug:0, Aged Whiskey (Haste)§r Jug§r
tfc:ceramics/fired/jug:0, Aged Rye Whiskey (Haste)§r Jug§r
tfc:ceramics/fired/jug:0, Aged Corn Whiskey (Haste)§r Jug§r
tfc:ceramics/fired/jug:0, Aged Vodka (Resistance)§r Jug§r
tfc:ceramics/fired/jug:0, Aged Cider (Speed)§r Jug§r
tfc:ceramics/fired/jug:0, Aged Beer (Health Boost)§r Jug§r
tfc:ceramics/fired/jug:0, Aged Sake (Night Vision)§r Jug§r
tfc:ceramics/unfired/clay_brick, Unfired Clay Brick
tfc:ceramics/unfired/clay_flower_pot, Unfired Clay Flower Pot
tfc:crop/seeds/barley, Barley Seeds
tfc:crop/seeds/maize, Maize Seeds
tfc:crop/seeds/oat, Oat Seeds
tfc:crop/seeds/rice, Rice Seeds
tfc:crop/seeds/rye, Rye Seeds
tfc:crop/seeds/wheat, Wheat Seeds
tfc:crop/seeds/beet, Beet Seeds
tfc:crop/seeds/cabbage, Cabbage Seeds
tfc:crop/seeds/carrot, Carrot Seeds
tfc:crop/seeds/garlic, Garlic Seeds
tfc:crop/seeds/green_bean, Green Bean Seeds
tfc:crop/seeds/onion, Onion Seeds
tfc:crop/seeds/potato, Potato Seeds
tfc:crop/seeds/soybean, Soybean Seeds
tfc:crop/seeds/squash, Squash Seeds
tfc:crop/seeds/sugarcane, Sugarcane Seeds
tfc:crop/seeds/tomato, Tomato Seeds
tfc:crop/seeds/red_bell_pepper, Red Bell Pepper Seeds
tfc:crop/seeds/yellow_bell_pepper, Yellow Bell Pepper Seeds
tfc:crop/seeds/jute, Jute Seeds
tfc:crop/product/jute, Jute
tfc:crop/product/jute_fiber, Jute Fiber
tfc:crop/product/burlap_cloth, Burlap Cloth
tfc:food/banana, Banana
tfc:food/blackberry, Blackberry
tfc:food/blueberry, Blueberry
tfc:food/bunch_berry, Bunchberry
tfc:food/cherry, Cherry
tfc:food/cloud_berry, Cloudberry
tfc:food/cranberry, Cranberry
tfc:food/elderberry, Elderberry
tfc:food/gooseberry, Gooseberry
tfc:food/green_apple, Green Apple
tfc:food/lemon, Lemon
tfc:food/olive, Olive
tfc:food/orange, Orange
tfc:food/peach, Peach
tfc:food/plum, Plum
tfc:food/raspberry, Raspberry
tfc:food/red_apple, Red Apple
tfc:food/snow_berry, Snowberry
tfc:food/strawberry, Strawberry
tfc:food/wintergreen_berry, Wintergreen Berry
tfc:food/barley, Barley
tfc:food/barley_grain, Barley Grain
tfc:food/barley_flour, Barley Flour
tfc:food/barley_dough, Barley Dough
tfc:food/barley_bread, Barley Bread
tfc:food/maize, Maize
tfc:food/maize_grain, Maize Grain
tfc:food/cornbread, Cornbread
tfc:food/cornmeal_flour, Cornmeal Flour
tfc:food/cornmeal_dough, Cornmeal Dough
tfc:food/oat, Oat
tfc:food/oat_grain, Oat Grain
tfc:food/oat_flour, Oat Flour
tfc:food/oat_dough, Oat Dough
tfc:food/oat_bread, Oat Bread
tfc:food/rice, Rice
tfc:food/rice_grain, Rice Grain
tfc:food/rice_flour, Rice Flour
tfc:food/rice_dough, Rice Dough
tfc:food/rice_bread, Rice Bread
tfc:food/rye, Rye
tfc:food/rye_grain, Rye Grain
tfc:food/rye_flour, Rye Flour
tfc:food/rye_dough, Rye Dough
tfc:food/rye_bread, Rye Bread
tfc:food/wheat, Wheat
tfc:food/wheat_grain, Wheat Grain
tfc:food/wheat_flour, Wheat Flour
tfc:food/wheat_dough, Wheat Dough
tfc:food/wheat_bread, Wheat Bread
tfc:food/beet, Beet
tfc:food/cabbage, Cabbage
tfc:food/carrot, Carrot
tfc:food/garlic, Garlic
tfc:food/green_bean, Green Bean
tfc:food/green_bell_pepper, Green Bell Pepper
tfc:food/onion, Onion
tfc:food/potato, Potato
tfc:food/red_bell_pepper, Red Bell Pepper
tfc:food/seaweed, Seaweed
tfc:food/soybean, Soybean
tfc:food/squash, Squash
tfc:food/tomato, Tomato
tfc:food/yellow_bell_pepper, Yellow Bell Pepper
tfc:food/cheese, Cheese
tfc:food/cooked_egg, Cooked Egg
tfc:food/sugarcane, Sugarcane
tfc:food/beef, Raw Beef
tfc:food/pork, Raw Pork
tfc:food/chicken, Raw Chicken
tfc:food/mutton, Raw Mutton
tfc:food/fish, Raw Fish
tfc:food/bear, Raw Bear Meat
tfc:food/calamari, Raw Calamari
tfc:food/horse_meat, Raw Horse Meat
tfc:food/pheasant, Raw Pheasant
tfc:food/venison, Raw Venison
tfc:food/wolf, Raw Wolf Meat
tfc:food/rabbit, Raw Rabbit Meat
tfc:food/hyena, Raw Hyena Meat
tfc:food/duck, Raw Duck
tfc:food/chevon, Raw Chevon
tfc:food/gran_feline, Raw Gran Feline Meat
tfc:food/camelidae, Raw Camelidae
tfc:food/cooked_beef, Cooked Beef
tfc:food/cooked_pork, Cooked Pork
tfc:food/cooked_chicken, Cooked Chicken
tfc:food/cooked_mutton, Cooked Mutton
tfc:food/cooked_fish, Cooked Fish
tfc:food/cooked_bear, Cooked Bear Meat
tfc:food/cooked_calamari, Cooked Calamari
tfc:food/cooked_horse_meat, Cooked Horse Meat
tfc:food/cooked_pheasant, Cooked Pheasant
tfc:food/cooked_venison, Cooked Venison
tfc:food/cooked_wolf, Cooked Wolf Meat
tfc:food/cooked_rabbit, Cooked Rabbit Meat
tfc:food/cooked_hyena, Cooked Hyena Meat
tfc:food/cooked_duck, Cooked Duck
tfc:food/cooked_chevon, Cooked Chevon
tfc:food/cooked_gran_feline, Cooked Gran Feline
tfc:food/cooked_camelidae, Cooked Camelidae
tfc:food/barley_bread_sandwich, Barley Bread Sandwich
tfc:food/cornbread_sandwich, Cornbread Sandwich
tfc:food/oat_bread_sandwich, Oat Bread Sandwich
tfc:food/rice_bread_sandwich, Rice Bread Sandwich
tfc:food/rye_bread_sandwich, Rye Bread Sandwich
tfc:food/wheat_bread_sandwich, Wheat Bread Sandwich
tfc:food/soup_grain, Wholesome Soup
tfc:food/soup_fruit, Tasty Soup
tfc:food/soup_vegetable, Filling Soup
tfc:food/soup_meat, Hearty Soup
tfc:food/soup_dairy, Creamy Soup
tfc:food/salad_grain, Cruchy Salad
tfc:food/salad_fruit, Sweet Salad
tfc:food/salad_vegetable, Healthy Salad
tfc:food/salad_meat, Flavorful Salad
tfc:food/salad_dairy, Disgusting Salad
tfc:food/olive_paste, Olive Paste
tfc:crop/product/jute_disc, Jute Disc
tfc:crop/product/olive_jute_disc, Olive Jute Disc
tfc:crop/product/jute_net, Jute Net
tfc:crop/product/dirty_jute_net, Dirty Jute Net
tfc:firestarter, Firestarter
tfc:straw, Straw
tfc:handstone, Quern Handstone
tfc:spindle, Spindle
tfc:bloom/unrefined, item.tfc.bloom.unrefined.name
tfc:bloom/refined, item.tfc.bloom.refined.name
tfc:hide/raw/small, Small Raw Hide
tfc:hide/soaked/small, Small Soaked Hide
tfc:hide/scraped/small, Small Scraped Hide
tfc:hide/prepared/small, Small Prepared Hide
tfc:hide/sheepskin/small, Small Sheep Skin
tfc:hide/raw/medium, Medium Raw Hide
tfc:hide/soaked/medium, Medium Soaked Hide
tfc:hide/scraped/medium, Medium Scraped Hide
tfc:hide/prepared/medium, Medium Prepared Hide
tfc:hide/sheepskin/medium, Medium Sheep Skin
tfc:hide/raw/large, Large Raw Hide
tfc:hide/soaked/large, Large Soaked Hide
tfc:hide/scraped/large, Large Scraped Hide
tfc:hide/prepared/large, Large Prepared Hide
tfc:hide/sheepskin/large, Large Sheep Skin
tfc:quiver, Quiver
tfc:animal/product/wool, Wool
tfc:animal/product/wool_yarn, Wool Yarn
tfc:animal/product/wool_cloth, Wool Cloth
tfc:animal/product/silk_cloth, Silk Cloth
tfc:dye/black, Black Dye
tfc:dye/blue, Blue Dye
tfc:dye/white, White Dye
tfc:dye/brown, Brown Dye
tfc:alabaster_brick, Alabaster Brick
tfc:goldpan:0, Empty Goldpan
tfc:goldpan:1, Goldpan with Sand
tfc:goldpan:2, Goldpan with Gravel
tfc:goldpan:3, Goldpan with Clay
tfc:goldpan:4, Goldpan with Dirt
tfc:wrought_iron_grill, Wrought Iron Grill
tfc_tinker:propick_head:0, Wooden Prospector Pickaxe Head
tfc_tinker:propick_head:0, Stone Prospector Pickaxe Head
tfc_tinker:propick_head:0, Flint Prospector Pickaxe Head
tfc_tinker:propick_head:0, Cactus Prospector Pickaxe Head
tfc_tinker:propick_head:0, Bone Prospector Pickaxe Head
tfc_tinker:propick_head:0, Obsidian Prospector Pickaxe Head
tfc_tinker:propick_head:0, Prismarine Prospector Pickaxe Head
tfc_tinker:propick_head:0, End Prospector Pickaxe Head
tfc_tinker:propick_head:0, Paper Prospector Pickaxe Head
tfc_tinker:propick_head:0, Sponge Prospector Pickaxe Head
tfc_tinker:propick_head:0, Firewood Prospector Pickaxe Head
tfc_tinker:propick_head:0, Iron Prospector Pickaxe Head
tfc_tinker:propick_head:0, Pig Iron Prospector Pickaxe Head
tfc_tinker:propick_head:0, Knightslime Prospector Pickaxe Head
tfc_tinker:propick_head:0, Slime Prospector Pickaxe Head
tfc_tinker:propick_head:0, Slime Prospector Pickaxe Head
tfc_tinker:propick_head:0, Magma Slime Prospector Pickaxe Head
tfc_tinker:propick_head:0, Netherrack Prospector Pickaxe Head
tfc_tinker:propick_head:0, Cobalt Prospector Pickaxe Head
tfc_tinker:propick_head:0, Ardite Prospector Pickaxe Head
tfc_tinker:propick_head:0, Manyullyn Prospector Pickaxe Head
tfc_tinker:propick_head:0, Copper Prospector Pickaxe Head
tfc_tinker:propick_head:0, Bronze Prospector Pickaxe Head
tfc_tinker:propick_head:0, Lead Prospector Pickaxe Head
tfc_tinker:propick_head:0, Silver Prospector Pickaxe Head
tfc_tinker:propick_head:0, Electrum Prospector Pickaxe Head
tfc_tinker:propick_head:0, Steel Prospector Pickaxe Head
tfc_tinker:propick_head:0, Boron Prospector Pickaxe Head
tfc_tinker:propick_head:0, Tough Alloy Prospector Pickaxe Head
tfc_tinker:propick_head:0, Hard Carbon Prospector Pickaxe Head
tfc_tinker:propick_head:0, Boron Nitride Prospector Pickaxe Head
